23.11.2009;0.00
30.11.2009;1344.00
07.12.2009;1425.00
14.12.2009;-2405.00
21.12.2009;289.00
28.12.2009;-2350.00
11.01.2010;-2241.00
18.01.2010;-1206.00
25.01.2010;2457.50
01.02.2010;-1206.00
08.02.2010;3932.50
15.02.2010;-2771.50
24.02.2010;-1119.50
01.03.2010;1981.50
09.03.2010;1304.50
15.03.2010;0.00
22.03.2010;158.00
29.03.2010;-1206.00
05.04.2010;771.50
12.04.2010;392.50
19.04.2010;-2264.00
26.04.2010;-3277.50
04.05.2010;0.00
11.05.2010;-2259.50
17.05.2010;5528.00
24.05.2010;-1850.00
31.05.2010;-4004.50
07.06.2010;4477.00
15.06.2010;-1557.00
21.06.2010;2458.00
28.06.2010;-248.00
05.07.2010;2266.50
12.07.2010;-552.50
19.07.2010;-741.50
26.07.2010;-1240.50
02.08.2010;-944.50
09.08.2010;2482.00
16.08.2010;-1458.00
23.08.2010;870.50
30.08.2010;-1245.50
06.09.2010;-1665.50
13.09.2010;-95.00
20.09.2010;-451.00
27.09.2010;-157.00
01.12.2010;2417.50
06.12.2010;1088.00
13.12.2010;1245.00
20.12.2010;125.00
27.12.2010;-582.00
11.01.2011;790.00
17.01.2011;-1726.00
24.01.2011;-1343.50
31.01.2011;-2664.00
07.02.2011;-2305.00
14.02.2011;-1294.50
21.02.2011;39.00
28.02.2011;1215.00
09.03.2011;0.00
14.03.2011;-862.50
21.03.2011;-3645.00
28.03.2011;140.50
04.04.2011;-1852.00
11.04.2011;1540.50
18.04.2011;-2819.50
25.04.2011;2161.00
03.05.2011;6364.50
10.05.2011;1370.00
16.05.2011;1125.00
23.05.2011;1495.00
30.05.2011;638.50
06.06.2011;-564.00
14.06.2011;2164.50
20.06.2011;-1091.50
27.06.2011;796.00
04.07.2011;1386.50
11.07.2011;-2396.00
18.07.2011;997.50
25.07.2011;-603.00
01.08.2011;-603.00
08.08.2011;-206.00
15.08.2011;-3997.50
22.08.2011;-3598.00
29.08.2011;6019.50
05.09.2011;535.00
12.09.2011;-2141.50
19.09.2011;-1804.50
26.09.2011;-209.50
03.10.2011;3540.50
10.10.2011;1241.00
17.10.2011;-2933.50
24.10.2011;4356.00
31.10.2011;-43.00
07.11.2011;-1077.00
14.11.2011;-3008.00
21.11.2011;2164.50
28.11.2011;-661.00
05.12.2011;3378.00
12.12.2011;4295.00
19.12.2011;-544.50
26.12.2011;-1436.00
03.01.2012;-227.00
09.01.2012;-113.00
16.01.2012;-1209.50
23.01.2012;-197.50
30.01.2012;1505.50
06.02.2012;-959.50
13.02.2012;-705.50
20.02.2012;2105.00
27.02.2012;497.50
05.03.2012;475.00
11.03.2012;-58.00
19.03.2012;3456.50
26.03.2012;248.00
02.04.2012;2319.00
09.04.2012;1282.50
16.04.2012;2073.50
23.04.2012;1328.00
02.05.2012;-1206.00
07.05.2012;1916.00
