23.11.2009;0.00
30.11.2009;0.00
07.12.2009;0.00
14.12.2009;0.00
21.12.2009;0.00
28.12.2009;0.00
11.01.2010;0.00
18.01.2010;0.00
25.01.2010;0.00
01.02.2010;0.00
08.02.2010;0.00
15.02.2010;0.00
24.02.2010;0.00
01.03.2010;0.00
09.03.2010;0.00
15.03.2010;0.00
22.03.2010;0.00
29.03.2010;0.00
05.04.2010;0.00
12.04.2010;0.00
19.04.2010;0.00
26.04.2010;0.00
04.05.2010;0.00
11.05.2010;0.00
17.05.2010;692.00
24.05.2010;-3696.50
31.05.2010;734.00
07.06.2010;0.00
15.06.2010;0.00
21.06.2010;0.00
28.06.2010;-2086.50
05.07.2010;-501.00
12.07.2010;0.00
19.07.2010;-2783.50
26.07.2010;0.00
02.08.2010;0.00
09.08.2010;776.00
16.08.2010;797.00
23.08.2010;-2310.50
30.08.2010;-518.50
06.09.2010;0.00
13.09.2010;0.00
20.09.2010;0.00
27.09.2010;0.00
04.10.2010;0.00
11.10.2010;0.00
18.10.2010;853.00
25.10.2010;0.00
01.11.2010;0.00
08.11.2010;0.00
15.11.2010;888.00
22.11.2010;846.00
29.11.2010;-2340.00
06.12.2010;0.00
13.12.2010;0.00
20.12.2010;0.00
27.12.2010;0.00
11.01.2011;0.00
17.01.2011;0.00
24.01.2011;0.00
31.01.2011;0.00
07.02.2011;1042.00
14.02.2011;2056.00
21.02.2011;-3353.50
28.02.2011;-424.00
09.03.2011;0.00
14.03.2011;1014.00
21.03.2011;1028.00
28.03.2011;0.00
04.04.2011;0.00
11.04.2011;0.00
18.04.2011;-3893.00
25.04.2011;0.00
03.05.2011;2066.50
10.05.2011;2045.50
16.05.2011;1017.50
23.05.2011;-2416.50
30.05.2011;-242.00
06.06.2011;0.00
14.06.2011;0.00
20.06.2011;1255.00
27.06.2011;766.00
04.07.2011;0.00
11.07.2011;0.00
18.07.2011;0.00
25.07.2011;0.00
01.08.2011;1028.00
08.08.2011;1734.00
15.08.2011;0.00
22.08.2011;1699.00
29.08.2011;-3284.00
